Id,SalePrice
1461,116318.4577294072
1462,145652.0642561711
1463,174406.66264400442
1464,184263.64731504396
1465,187653.71510790742
1466,167882.6931692258
1467,168426.023568558
1468,161770.5860098259
1469,192065.11071559606
1470,114526.74227882946
1471,210068.99071132744
1472,115260.55387805584
1473,110924.12364733987
1474,160175.81521071264
1475,125985.20026748936
1476,322638.5351838216
1477,232826.53539285163
1478,275986.5481839978
1479,262063.92449389963
1480,509194.9474758232
1481,305030.37489746505
1482,208569.386804216
1483,162231.7210036227
1484,165996.34745681906
1485,173665.5790366455
1486,194640.03038978114
1487,306284.4387313632
1488,247340.76765087803
1489,178584.43165035278
1490,214636.23424156665
1491,182054.70232103256
1492,99906.48983028384
1493,180874.51143912863
1494,277834.59906095016
1495,300057.31537730445
1496,230917.56527614425
1497,186049.38250061564
1498,162568.4546299166
1499,164534.6566402784
1500,153129.17372858358
1501,165124.1033302959
1502,155584.20619419706
1503,269833.1455033798
1504,235650.7915467865
1505,220437.35501678035
1506,184388.4904349013
1507,258603.60369823058
1508,199355.74646207236
1509,151403.28114294316
1510,137449.85974952672
1511,142193.583491658
1512,159016.56473725595
1513,144945.17429979774
1514,168042.18269407115
1515,212344.48374415663
1516,146290.13276263454
1517,160149.88247917712
1518,143784.6597207927
1519,220806.96635732322
1520,124490.70679398306
1521,128663.85917263175
1522,177228.3466031122
1523,103662.34342556777
1524,108931.98948472693
1525,112509.1139504311
1526,112210.06574980379
1527,101565.75635698753
1528,137835.92197988508
1529,130066.20844368731
1530,172534.38272342642
1531,120047.21597771681
1532,99177.46483789897
1533,133792.0999494053
1534,128207.869691808
1535,158328.3939641329
1536,109615.84657726191
1537,87842.92587857242
1538,158155.60926982336
1539,182209.25089304463
1540,119837.67747440125
1541,143351.49543556236
1542,147925.13035881516
1543,196969.92493391767
1544,85248.76996340713
1545,114570.40403065491
1546,135448.69135820665
1547,129954.88167264409
1548,126338.49325205183
1549,114114.08591930292
1550,135327.42331611732
1551,131901.60962447606
1552,130603.3220009998
1553,123522.57783991001
1554,122178.9014272835
1555,163690.6471218172
1556,99765.56306524531
1557,113654.09721596184
1558,107400.75365857744
1559,99045.1656935505
1560,139455.40309256467
1561,137755.52986785778
1562,120289.01450680775
1563,114217.05978048939
1564,181753.58187398536
1565,145582.22064798445
1566,231975.61012340308
1567,87628.19373727991
1568,209328.95602728758
1569,122972.49584876881
1570,128968.23751657459
1571,119939.92783867147
1572,138736.77469129523
1573,253549.30991767684
1574,128913.40444931743
1575,228703.64360105517
1576,226619.5339799647
1577,178037.21643286015
1578,129633.22063136614
1579,140977.48889694363
1580,199041.41782367264
1581,124967.75367111329
1582,119613.4006488044
1583,339677.6093273141
1584,219225.09584515492
1585,145309.54947428542
1586,79506.04871327219
1587,97998.07727724174
1588,134727.198513691
1589,100804.27331077828
1590,142387.2081695167
1591,88882.05885653896
1592,126739.79093882277
1593,119766.17387184175
1594,126529.5302629035
1595,113540.19544446343
1596,217141.06721874155
1597,170184.88118656346
1598,178576.94233207018
1599,190182.22579024173
1600,186318.65548646942
1601,69277.95178560317
1602,121039.8269396982
1603,85876.26146680782
1604,267500.5746120831
1605,257936.89903781674
1606,165409.2943108629
1607,199930.2484737641
1608,204058.9471016344
1609,174197.90119619243
1610,137978.6251139085
1611,137073.29308518374
1612,159568.75719511718
1613,161235.4268107272
1614,127910.22399177209
1615,93593.07970310989
1616,91766.65126250115
1617,103240.81662377866
1618,121434.29939412358
1619,119475.98934621946
1620,187830.73287889492
1621,138993.89073642922
1622,129598.68156018188
1623,283746.5910205874
1624,207802.96757683085
1625,121004.23714703263
1626,178556.05912747176
1627,189345.80366787358
1628,289124.4902740867
1629,179480.27626036174
1630,386137.53496231645
1631,206258.815383698
1632,234050.30140559268
1633,167740.72264002275
1634,183315.62998004962
1635,171982.64849580705
1636,156042.53074510713
1637,173982.34383574122
1638,195203.90877386593
1639,184075.79667853005
1640,255367.22385221117
1641,194164.93796974974
1642,222921.6205841862
1643,227256.30822810694
1644,227361.51717291708
1645,195531.6740709726
1646,159426.8948895591
1647,173027.24259979668
1648,126183.06093428677
1649,120871.65351589922
1650,112119.66041478266
1651,115744.36755728618
1652,117343.91139603709
1653,115474.04289561513
1654,159798.57160620342
1655,159515.84521250366
1656,159049.52433111734
1657,161163.92791903327
1658,157648.62332426352
1659,134975.9417930054
1660,149311.297374984
1661,473783.7925326171
1662,389837.3088476425
1663,365238.8787151327
1664,584331.5981824738
1665,283688.51416500245
1666,333464.73376505735
1667,344946.4990359993
1668,322901.5922667491
1669,286560.4120530154
1670,330595.3779166552
1671,256474.1856237058
1672,457246.538454576
1673,277754.0857577026
1674,248116.39021942447
1675,191875.76504681358
1676,193088.7337933365
1677,211088.24963910945
1678,522013.81572698534
1679,355825.1382433489
1680,309475.5607176305
1681,236800.09513366438
1682,284702.64253096515
1683,191731.96068242323
1684,178359.26239829054
1685,166285.61950655005
1686,178804.18049898098
1687,167803.95747008553
1688,190563.2030995865
1689,187874.5988219593
1690,193652.94817805645
1691,181283.80038483065
1692,258692.51978148936
1693,163038.91582447806
1694,178183.15228496483
1695,167286.9146971954
1696,272551.59739346063
1697,167170.3497202033
1698,375284.90316212294
1699,302637.03260920255
1700,238557.7317667587
1701,265461.1518723606
1702,248756.84256999474
1703,248296.54318586498
1704,297353.73220676184
1705,222089.8948940573
1706,495603.56202115666
1707,188863.2713410922
1708,188733.72427761956
1709,268168.89697386516
1710,219894.17809740963
1711,255589.14338233887
1712,250734.41273162508
1713,267743.4250061879
1714,213191.30273183982
1715,193287.70931076873
1716,174380.49986005397
1717,167611.47080790787
1718,135197.8367766845
1719,189211.64612863222
1720,238238.01855688638
1721,166317.22987833957
1722,122384.90299664863
1723,154103.21796353892
1724,203749.93209264957
1725,230860.45096293712
1726,165353.1912116269
1727,157369.28742022987
1728,170021.55732960548
1729,149721.78255981844
1730,168486.60511291714
1731,113169.04775578168
1732,120470.04760330725
1733,115324.04852242857
1734,116968.64603541455
1735,120837.87478233999
1736,105671.39395555793
1737,337972.62947106035
1738,213616.20418035713
1739,308497.505774838
1740,204754.82844565366
1741,191242.17633962538
1742,165883.918937347
1743,178135.25342813757
1744,267222.4954241072
1745,195071.55052386652
1746,224272.6022325019
1747,223402.3313050433
1748,216514.3720855277
1749,149287.45611956657
1750,146128.9022546348
1751,238244.7295607871
1752,112792.25082855305
1753,143473.75400012144
1754,216060.78053798122
1755,169043.291390963
1756,112769.5181570308
1757,106626.76020334837
1758,140388.93814674817
1759,156250.25870491727
1760,154097.58837591833
1761,161399.85988889035
1762,167591.07551311416
1763,163211.95585400492
1764,105729.99430082626
1765,188922.48158077945
1766,181191.33080310255
1767,224430.75557888809
1768,123209.14131378995
1769,179059.29862942573
1770,136480.12602259283
1771,120064.53300165494
1772,125061.89814870992
1773,118926.31747343836
1774,156619.65884577107
1775,123639.22346842471
1776,112743.56192738735
1777,102398.75442355746
1778,130339.03380762019
1779,103140.11113468466
1780,179915.84539890915
1781,115919.06754380412
1782,84479.97694519922
1783,133751.34503962347
1784,92730.71745125028
1785,99934.42340249321
1786,149070.44226484423
1787,155285.81865880822
1788,61357.47416553819
1789,97428.19802417686
1790,78435.43590698086
1791,214585.25615003004
1792,143284.47578994694
1793,149931.8602601277
1794,144410.53962915344
1795,127952.14234329642
1796,116460.57353519749
1797,135571.08815173418
1798,108302.01797425136
1799,100665.54384380383
1800,111284.57443968196
1801,117701.30755776289
1802,147793.40845078748
1803,150448.27510887294
1804,133592.4760860066
1805,138195.7045686263
1806,131814.4735572407
1807,150474.24831634245
1808,113455.20179384304
1809,105403.85549871298
1810,131940.58653319365
1811,94704.7628553295
1812,97076.10555402575
1813,119907.91699914396
1814,89985.1629494267
1815,63729.7153861966
1816,89258.52825124552
1817,106321.02654236012
1818,134721.11876397845
1819,132509.68423455502
1820,78606.16906464385
1821,120573.65559271997
1822,146500.26770732555
1823,64140.65849553912
1824,127070.71887679318
1825,123791.3790892374
1826,100524.31789702628
1827,110478.4291666334
1828,127312.72965505031
1829,132666.40287702097
1830,140951.88554232128
1831,155827.93230541804
1832,121235.10659034718
1833,142733.26683193535
1834,128130.1359681271
1835,146535.67317744048
1836,134553.84330357684
1837,86831.15984213464
1838,123019.20752396839
1839,92413.53695772882
1840,135556.69294722495
1841,137847.59998127085
1842,98594.23472283487
1843,131710.25147230327
1844,139126.39880762604
1845,133173.25640828055
1846,147014.2106720531
1847,144728.96849585394
1848,60078.85794940258
1849,99927.49433927836
1850,112778.72373640588
1851,139356.4880256888
1852,116245.95928769774
1853,125940.89061846923
1854,160766.39848390248
1855,149162.6776176908
1856,212399.46268456933
1857,139096.00459360753
1858,153466.95483307823
1859,122716.44603939098
1860,168985.904526542
1861,122030.66298276916
1862,340645.80519345216
1863,340645.80519345216
1864,340645.80519345216
1865,322124.6389505379
1866,319677.23646219383
1867,238726.1565480505
1868,307638.0976416551
1869,211527.1610208097
1870,227222.61491617278
1871,237956.90521666245
1872,163800.01650074517
1873,224060.38835853105
1874,133817.62901719307
1875,204801.13348218997
1876,193075.41727301487
1877,213867.19489985623
1878,201003.48690973184
1879,119306.29515427904
1880,127065.49782685965
1881,257805.61655652587
1882,247598.58715313041
1883,185850.6874430237
1884,196197.51278055587
1885,246564.78737382247
1886,285286.10555671755
1887,215113.54341187538
1888,290187.9971228494
1889,161669.29819438845
1890,113849.92667304938
1891,150090.2061204572
1892,97986.93243453483
1893,127859.73466423684
1894,126646.15777318497
1895,139841.64845538494
1896,127167.35173410259
1897,130168.15395903758
