Id,SalePrice
1461,121221.02030116656
1462,149101.5984228406
1463,177376.48674211692
1464,185593.52939840115
1465,184364.0762637073
1466,169311.69064671596
1467,169779.87375983185
1468,162582.33079545508
1469,189622.65165151682
1470,119048.01095263878
1471,206698.16256080882
1472,119280.99300010355
1473,116555.1214693796
1474,160668.6045336315
1475,125622.59019944703
1476,318663.9359992029
1477,234043.85505774713
1478,272867.47898234584
1479,259826.4108261705
1480,518280.1789142174
1481,302686.53230564995
1482,204295.48475143456
1483,164049.44593221703
1484,165517.34296004375
1485,169906.59247503852
1486,193441.3549433346
1487,305698.90723772964
1488,244651.4847664342
1489,178027.63438649563
1490,214387.70125320138
1491,184862.1050583546
1492,103008.19480923789
1493,179698.27839854136
1494,281634.5878476689
1495,296907.0281156532
1496,227415.0329626592
1497,185338.1352356971
1498,162109.59180795346
1499,163307.56437115226
1500,155374.4608556718
1501,174184.32235453458
1502,154456.2301589644
1503,266715.0197328776
1504,231999.9571526578
1505,217999.3496791891
1506,189986.26488391403
1507,264996.006084756
1508,200965.75263405338
1509,154382.50760981912
1510,142966.79387389368
1511,146882.56806203796
1512,165315.52955452958
1513,146213.62185524215
1514,174943.9332720724
1515,210230.2583562861
1516,148029.81071760555
1517,161368.3562719536
1518,149906.63181446883
1519,225951.173922143
1520,129314.13795778548
1521,133384.23161754035
1522,177331.7380405831
1523,108603.80483067906
1524,111225.88574602004
1525,115811.13011246125
1526,115370.98716561824
1527,104154.85546312413
1528,140117.92200270062
1529,134478.16489840107
1530,175546.09184174484
1531,126945.88087802281
1532,99781.93122728923
1533,138862.58725855892
1534,130948.7299668766
1535,162473.36363222284
1536,112947.98698980137
1537,93707.93629615894
1538,157078.89477389553
1539,175166.2291515604
1540,124713.34348956376
1541,146020.7001133693
1542,154055.5817609311
1543,198327.75345030506
1544,88549.23394776677
1545,116567.0123007419
1546,133786.7113820929
1547,132875.60947838917
1548,129483.90649007283
1549,117610.59417633535
1550,138824.5457825471
1551,132634.86100220116
1552,138713.46832980964
1553,125628.7393365953
1554,124863.5025519472
1555,165235.39065460136
1556,103268.84782054668
1557,116306.83670852045
1558,109074.10980741402
1559,103073.84692899577
1560,142792.8429457355
1561,144516.0578454202
1562,124217.7612473235
1563,116825.70575497583
1564,182518.89244992402
1565,147959.46846560776
1566,226527.18877742605
1567,90736.72395516814
1568,214620.3927472667
1569,130431.68771386205
1570,128232.86966832654
1571,123612.11965924781
1572,142967.74061443162
1573,248299.87758049622
1574,132226.96404152643
1575,223804.2089823238
1576,230980.59435672712
1577,178961.48206742603
1578,130778.39674130233
1579,144018.80230720778
1580,198761.7523097484
1581,128524.0129640881
1582,122894.3035853246
1583,338433.8393679899
1584,221310.01398456367
1585,146990.7313979167
1586,82275.83352682165
1587,99529.58697427092
1588,139152.81900671672
1589,105365.93230525349
1590,142472.24032276004
1591,92242.96246372668
1592,127621.2376884183
1593,119560.72527824497
1594,130675.65760895297
